unit_id,label_zh,label_en,symbol,alias,quantitykind,dimensionVec,conversionVal,basicUnit,frequency,keywords_zh,description_zh,description_en,informativeReference
BBL_US_PET-PER-HR,桶每小时,Barrel (US Petroleum) Per Hour,,,VolumeFlowRate,A0E0L3I0M0H0T-1D0,4.4163e-05,M3-PER-SEC,33.90541067415654,,这是石油工业中用于测量液体流量的单位，表示每小时流过一个美制桶（42加仑）的液体体积。常用于石油勘探生产和运输领域。,,
BBL_US_PET-PER-SEC,桶每秒,Barrel (US Petroleum) Per Second,,,VolumeFlowRate,A0E0L3I0M0H0T-1D0,0.1589873,M3-PER-SEC,33.90541067415654,,这是石油工业中用来表示单位时间内油流量的单位。指的是每秒钟通过装有42美制液体加仑(183.982 立方米)的标准油桶的石油的体积。也可以简称为BPS。,,
BDT,孟加拉国货币,Bangladeshi Taka,,,Currency,A0E0L0I0M0H0T0D1,,,10.0,"钱币,法币,兑换,货币",,Bangladesh,http://en.wikipedia.org/wiki/Bangladeshi_taka?oldid=492673895
BEAT-PER-MIN,每分钟心跳次数,Heart Beats per Minute,beats-per-min,,HeartRate,A0E0L0I0M0H0T-1D0,1.0,BEAT-PER-MIN,43.71616377708765,,它不是一个正式的物理单位或货币单位，而是一种生物医学数据的描述方式，用于表示每分钟心跳的次数。,"""Heart Beat per Minute"" is a unit for  Heart Rate expressed as (BPM).""",
BFT,蒲福,Beaufort,,,Speed,A0E0L1I0M0H0T-1D0,,M-PER-SEC,28.19857211514339,"辐射,电磁场,磁感应强度",蒲福是指用来衡量风力的单位，它是根据海面上的风速和浪高来划分的。用以描述船舶、飞机和海上平台等受风影响的工程物体承受的风速等级。,,
BHD,巴林第纳尔,Bahraini Dinar,,,Currency,A0E0L0I0M0H0T0D1,,,10.0,"货币,钱,中东",,Bahrain,http://en.wikipedia.org/wiki/Bahraini_dinar?oldid=493086643
BIOT,毕奥,Biot,Bi,,ElectricCurrent,A0E1L0I0M0H0T0D0,10.0,,19.796627970698346,"磁感应强度,磁场,磁力线",毕奥是电磁学中的一个单位，用于测量电流密度在导体上产生的磁场强度。它是以法国物理学家毕奥命名的。,"""Biot"" is another name for the abampere (aA), which is the basic electromagnetic unit of electric current in the emu-cgs (centimeter-gram-second) system of units. It is called after a French physicist, astronomer, and mathematician Jean-Baptiste Biot. One abampere is equal to ten amperes in the SI system of units. One abampere is the current, which produces a force of 2 dyne/cm between two infinitively long parallel wires that are 1 cm apart.","http://en.wikipedia.org/wiki/Biot?oldid=443318821','http://www.translatorscafe.com/cafe/EN/units-converter/current/10-4/"
BIT,位,Bit,bit,,InformationEntropy,A0E0L0I0M0H0T0D1,,,10.0,"位置,坐标,二进制","['CountingUnit', 'Unit']","In information theory, a bit is the amount of information that, on average, can be stored in a discrete bit. It is thus the amount of information carried by a choice between two equally likely outcomes. One bit corresponds to about 0.693 nats (ln(2)), or 0.301 hartleys (log10(2)).",http://en.wikipedia.org/wiki/Bit?oldid=495288173
BIT-PER-SEC,位每秒,Bit per Second,bit/s,,DataRate,A0E0L0I0M0H0T-1D0,0.693147181,MegaBIT-PER-SEC,40.14785608830208,,它是计算机领域中衡量数据传输速率或网络带宽的单位，表示每秒传输的位数。bps是它的常见缩写。,A bit per second (B/s) is a unit of data transfer rate equal to 1 bits per second.,http://en.wikipedia.org/wiki/Data_rate_units#Kilobyte_per_second
BQ,贝可勒尔,Becquerel,Bq,贝可,Activity,A0E0L0I0M0H0T-1D0,1.0,BQ,24.50438518353817,"声强,声音,声波,声压级",贝可勒尔是放射性核素每秒钟放射出一个重要的无定期活动物质的单位，常用于描述放射性衰变过程中放射性衰变产生的放射性物质的变化速度。它是国际单位制中的基本单位之一。,"The SI derived unit of activity, usually meaning radioactivity. ""Radioactivity"" is caused when atoms disintegrate, ejecting energetic particles. One becquerel is the radiation caused by one disintegration per second; this is equivalent to about 27.0270 picocuries (pCi). The unit is named for a French physicist, Antoine-Henri Becquerel (1852-1908), the discoverer of radioactivity. Note: both the becquerel and the hertz are basically defined as one event per second, yet they measure different things. The hertz is used to measure the rates of events that happen periodically in a fixed and definite cycle. The becquerel is used to measure the rates of events that happen sporadically and unpredictably, not in a definite cycle.",http://en.wikipedia.org/wiki/Becquerel?oldid=493710036
BQ-PER-KiloGM,贝可勒尔每千克,Becquerel per Kilogram,Bq/kg,,"MassicActivity,SpecificActivity",A0E0L0I0M-1H0T-1D0,1.0,BQ-PER-KiloGM,37.53150697004107,,它是一个表示放射性活度密度或剂量的单位，显示放射性物质的特定活度或辐射吸收剂量在单位质量或单位重量的范围内。通常用于描述辐射的剂量或放射性物质的活度。,"The only unit in the category of Specific radioactivity. It is also known as becquerels per kilogram, becquerel/kilogram. This unit is commonly used in the SI unit system. Becquerel Per Kilogram (Bq/kg) has a dimension of (M{-1}T{-1}) where (M) is mass, and (T) is time. It essentially the same as the corresponding standard SI unit (/kg/s).""",http://www.efunda.com/glossary/units/units--specific_radioactivity--becquerel_per_kilogram.cfm
BQ-PER-L,贝克勒尔每升,Becquerels per litre,Bq/l,,ActivityConcentration,A0E0L-3I0M0H0T-1D0,1000.0,BQ-PER-M3,37.53150697004107,,贝克勒尔每升是放射性污染物质浓度的量度单位，表示每升液体中含有的放射性核素的放射性衰变次数。常用于测量水质或空气中的放射性物质含量。,One radioactive disintegration per second from a one part in 10**3 of the SI unit of volume (cubic metre).,
BQ-PER-M2,贝克勒尔每平方米,Becquerel per Square Metre,Bq/m2,,SurfaceActivityDensity,A0E0L-2I0M0H0T-1D0,1.0,BQ-PER-M2,37.53150697004107,,这个单位用于测量辐射剂量率，表示每平方米的区域内有多少个贝克勒尔(放射性衰变每秒)的辐射。通常用于辐射监测和控制。,,
BQ-PER-M3,贝克勒尔每立方米,Becquerel per Cubic Metre,Bq/m3,,ActivityConcentration,A0E0L-3I0M0H0T-1D0,1.0,BQ-PER-M3,37.53150697004107,,它是放射性物质放出射线的强度单位，表示每立方米空气中的放射性核素的放射性衰变事件数。常用于测量环境中的放射性水平。,"Becquerel Per Cubic Meter  is a unit in the category of Radioactivity concentration. It is also known as becquerels per cubic meter, becquerel per cubic metre, becquerels per cubic metre, becquerel/cubic inch. This unit is commonly used in the SI unit system. Becquerel Per Cubic Meter (Bq/m3) has a dimension of (L{-3}T{-1}) where (L) is length, and (T) is time. It essentially the same as the corresponding standard SI unit (/scdot m{3}).""",http://www.efunda.com/glossary/units/units--radioactivity_concentration--becquerel_per_cubic_meter.cfm
BQ-SEC-PER-M3,贝克勒尔秒每立方米,Becquerels second per cubic metre,Bq·s/m3,,AbsoluteActivity,A0E0L-3I0M0H0T0D0,1.0,BQ-SEC-PER-M3,44.29127842946507,,贝克勒尔一秒（Bq/s）是衡量一种放射性核素在单位时间内发射出的粒子的数量的物理单位。而立方米（m³）表示一个正方体的体积。这个单位常用于描述空气或水中的放射性物质含量。,TBD,
BREATH-PER-MIN,每分钟呼吸次数,Breath per Minute,Bq/min,,RespiratoryRate,A0E0L0I0M0H0T-1D0,1.0,BREATH-PER-MIN,42.40071999880363,,Breath per Minute是指每分钟呼吸次数。它通常被用于医学领域，用于监测患者的呼吸状态。它并非一个物理单位或货币单位。,A unit of respiratory rate.,
BSD,巴哈马元,Bahamian Dollar,,,Currency,A0E0L0I0M0H0T0D1,,,10.0,"货币,钱,海外,兑换",,Bahamas,http://en.wikipedia.org/wiki/Bahamian_dollar?oldid=492776024
BTU_IT,英国热量单位,British Thermal Unit (International Definition),btu,,"Energy,ThermalEnergy",A0E0L2I0M1H0T-2D0,1055.055853,J,10.0,"能量,热量,燃烧,热力学",英国热量单位是热力学能量的单位，表示为将1磅水加热1°F所需的热量。常用于描述热功率、热量和热损失等。,"(British Thermal Unit) (BTU or Btu) is a traditional unit of energy equal to about (1.0550558526  kilojoule). It is approximately the amount of energy needed to heat 1 pound (0.454 kg) of water from (39 ,^{circ}{rm F})  to (40 ,^{circ}{rm F}) . The unit is most often used in the power, steam generation, heating and air conditioning industries. In scientific contexts the BTU has largely been replaced by the SI unit of energy, the (joule), though it may be used as a measure of agricultural energy production (BTU/kg). It is still used unofficially in metric English-speaking countries (such as Canada), and remains the standard unit of classification for air conditioning units manufactured and sold in many non-English-speaking metric countries.""","http://en.wikipedia.org/wiki/British_thermal_unit','http://physics.nist.gov/Pubs/SP811/appenB9.html','http://www.iso.org/iso/home/store/catalogue_ics/catalogue_detail_ics.htm?csnumber=31890','http://www.knowledgedoor.com/2/units_and_constants_handbook/british-thermal-unit_group.html"
BTU_IT-FT,英国热量单位英尺,BTU Foot,btu·ft,,ThermalEnergyLength,A0E0L3I0M1H0T-2D0,321.581024,,41.65078382390229,,BTU Foot指的是英国热量单位和英尺的乘积，用于表示能量或热量的量。常用于热力学等领域的计算。,"({bf BTU_{IT} , Foot}) is an Imperial unit for (Thermal Energy Length) expressed as (Btu-ft).""",
BTU_IT-FT-PER-FT2-HR-DEG_F,英国热量单位英尺每平方英尺小时华氏度,BTU (IT) Foot per Square Foot Hour Degree Fahrenheit,btu·ft/ft2·h·°F,,ThermalConductivity,A0E0L1I0M1H-1T-3D0,1.730734666,W-PER-M-K,48.24865707865046,,它是一个能量转换单位，通常用于描述建筑材料的隔热性能。它表示在每平方英尺的表面上，每小时传输一英国热量单位的热量，温度差为一华氏度。,"(BTU_{IT}), Foot per Square Foot Hour Degree Fahrenheit</em> is an Imperial unit for Thermal Conductivity expressed as (Btu_{it} cdot ft/(hr cdot ft^2  cdot degF)).""","http://en.wikipedia.org/wiki/Thermal_conductivity','http://www.translatorscafe.com/cafe/EN/units-converter/thermal-conductivity/c/"
BTU_IT-IN,英国热量单位英寸,BTU Inch,btu·in,,ThermalEnergyLength,A0E0L3I0M1H0T-2D0,26.7984187,,41.57628194730312,,它是用于表示热传导时的单位，通常用于描述材料的热传导性能。具体而言，它表示每英寸长度内的热量流量，单位为英国热量单位。,"({bf BTU , Inch}) is an Imperial unit for Thermal Energy Length expressed as (Btu-in).""",
BTU_IT-IN-PER-FT2-HR-DEG_F,英寸每小时平方英尺华氏度,British Thermal Unit (international Table) Inch Per Hour Square Foot Degree Fahrenheit,btu·in/ft2·h·°F,,ThermalConductivity,A0E0L1I0M1H-1T-3D0,0.144227889,W-PER-M-K,48.24865707865046,,这是用于量度热传导系数（即热流密度）的单位，在加热、制冷以及节能技术领域广泛使用。,"(BTU_{th}) Inch per Square Foot Hour Degree Fahrenheit is an Imperial unit for Thermal Conductivity expressed as (Btu_{it}-in/(hr-ft^{2}-degF)). An International British thermal unit inch per second per square foot per degree Fahrenheit is a unit of thermal conductivity in the US Customary Units and British Imperial Units. (1 Btu_{it} cdot in/(hr cdot ft^{2}  cdot degF)) shows that one thermochemical BTU of heat per one hour moves through one square foot of material, which is one foot thick due to a temperature difference of one degree Fahrenheit.""",http://www.translatorscafe.com/cafe/EN/units-converter/thermal-conductivity/c/
BTU_IT-IN-PER-FT2-SEC-DEG_F,英国热量单位英寸每平方英尺秒华氏度,BTU (IT) Inch per Square Foot Second Degree Fahrenheit,btu·in/ft2·s·°F,,ThermalConductivity,A0E0L1I0M1H-1T-3D0,519.2203999,W-PER-M-K,48.24865707865046,,BTU是英国热量单位，它表示在标准大气压和温度下，将需要升高1磅水的温度1华氏度所释放的热量。该单位通常用于描述能量和热量的转换。而“Inch per Square Foot Second Degree Fahrenheit”则表示温度传导系数，它表示单位面积和单位时间内的热量流过材料所产生的温度变化。,"(BTU_{IT}), Inch per Square Foot Second Degree Fahrenheit, is an Imperial unit for Thermal Conductivity expressed as (Btu_{it}-in/(ft^{2}-s-degF)).""",http://www.translatorscafe.com/cafe/EN/units-converter/thermal-conductivity/c/
BTU_IT-IN-PER-HR-FT2-DEG_F,英寸每小时平方英尺华氏度,英寸每小时平方英尺华氏度,btu·in/h·ft2·°F,,ThermalConductivity,A0E0L1I0M1H-1T-3D0,0.1442279,W-PER-M-K,48.24865707865046,,它是热传导系数的单位，常用于描述物体的热传导能力。它表示单位时间内，单位面积上的热传导热量与温度差之比，在英制单位中常用于工程领域。,,
BTU_IT-IN-PER-SEC-FT2-DEG_F,英寸每秒平方英尺华氏度,英寸每秒平方英尺华氏度,btu·in/s·ft2·°F,,ThermalConductivity,A0E0L1I0M1H-1T-3D0,519.2204,W-PER-M-K,48.24865707865046,,它是一个热传导系数的单位，表示单位时间内受到单位面积温度差驱动的热量通过单位厚度的物质的流动。通常用于描述材料的热传导性能。,,
BTU_IT-PER-DEG_F,英国热量单位每华氏度,BTU (IT) per Degree Fahrenheit,btu/°F,,HeatCapacity,A0E0L2I0M1H-1T-2D0,1899.100535,J-PER-K,33.90541067415654,,它是用于计量热量的单位，表示每华氏度的温度变化会带来多少热量。通常用于工业和工程领域，例如计算空调或加热系统的功率需求。,"British Thermal Unit (IT) Per Fahrenheit Degree  is a measure of heat capacity. It can be converted to the corresponding standard SI unit J/K by multiplying its value by a factor of 1899.10534.""",
BTU_IT-PER-DEG_R,英国热量单位每兰氏度,BTU per Degree Rankine,btu/°Ra,,HeatCapacity,A0E0L2I0M1H-1T-2D0,1899.100535,J-PER-K,33.90541067415654,,它是一个热力学单位，用于测量温度变化时热量的变化量。它的值等于一个英国热量单位在兰氏温标下的变化量。常用于热力学和工程学领域。,"({bf BTU , per , Degree , Rankine}) is an Imperial unit for Heat Capacity expressed as (Btu/degR).""",
BTU_IT-PER-FT2,英国热量单位每平方英尺,BTU per Square Foot,btu/ft2,,EnergyPerArea,A0E0L0I0M1H0T-2D0,11356.5267,J-PER-M2,40.98327126990709,,BTU per Square Foot是用于描述能量密度的单位，通常用于测量房间的供暖或制冷负荷。它表示在一个平方英尺的区域内所需要的热量或冷量，以保持该区域内的稳定温度。,"(BTU per Square Foot) is an Imperial unit for  Energy Per Area expressed as (Btu/ft^2).""",
BTU_IT-PER-FT2-HR-DEG_F,英国热量单位每平方英尺小时华氏度,BTU per Square Foot Hour Degree Fahrenheit,btu/ft2·h·°F,,CoefficientOfHeatTransfer,A0E0L0I0M1H-1T-3D0,189.2754447719544,W-PER-M2-K,45.858116011234806,,它是热通量密度的单位，用于测量单位面积上的热量流量。常用于建筑材料和系统的热传递性能的评估。,"({bf BTU , per , Square , Foot , Hour , Degree , Fahrenheit}) is an Imperial unit for Coefficient Of Heat Transfer expressed as (Btu/(hr-ft^{2}-degF)).""",
